ligand,pK(vina)
5n84_ligand,5.093658
5n93_ligand,5.929318
5n99_ligand,7.223358
5nbw_ligand,9.277493
5nap_ligand,7.723541
5nau_ligand,7.848328
5ndf_ligand,3.082302
5ne5_ligand,4.617478
5neb_ligand,4.983343
5ngz_ligand,2.605784
5nih_ligand,5.91827
5njz_ligand,6.86066
5nk2_ligand,7.350051
5nk3_ligand,6.542331
5nk4_ligand,7.504179
5nk6_ligand,6.735726
5nk8_ligand,6.780095
5nk7_ligand,7.062661
5nk9_ligand,6.657969
5nka_ligand,6.627133
5nkb_ligand,6.85566
5nkc_ligand,7.054905
5nkd_ligand,6.921818
5nkg_ligand,6.779032
5nlk_ligand,6.002896
5nkh_ligand,7.292295
5nki_ligand,6.940821
5nvv_ligand,6.147009
5nn5_ligand,3.959413
5nvw_ligand,6.163512
5nvx_ligand,6.25563
5nw0_ligand,6.029897
5nn6_ligand,4.07643
5nw1_ligand,6.226503
5nw2_ligand,5.895601
5nwe_ligand,4.485125
5nyh_ligand,7.7514
5nwi_ligand,3.967515
5nz4_ligand,4.673658
5nze_ligand,4.879186
5o5a_ligand,5.339831
5o2d_ligand,8.458746
5nzf_ligand,4.509318
5nzn_ligand,4.662478
5o9o_ligand,5.854274
5o9p_ligand,5.544993
5o9q_ligand,5.560931
5o9r_ligand,4.948028
5o58_ligand,5.74085
5o9y_ligand,5.992412
5o87_ligand,4.41437
5oa6_ligand,6.168336
5odx_ligand,6.605103
5oei_ligand,4.677507
5oaj_ligand,2.331811
5obg_ligand,8.876745
5ogb_ligand,7.107207
5oku_ligand,4.031305
5om2_ligand,6.875718
5om3_ligand,7.368109
5om7_ligand,8.254113
5oht_ligand,4.741518
5ohy_ligand,4.309208
5oot_ligand,6.729421
5op4_ligand,5.315946
5op5_ligand,6.019113
5oq8_ligand,6.212764
5org_ligand,6.00217
5oqu_ligand,4.651474
5orh_ligand,4.596466
5orv_ligand,2.265814
5orj_ligand,5.229853
5orw_ligand,3.261804
5ork_ligand,5.558087
5os2_ligand,2.90761
5os4_ligand,4.582295
5os5_ligand,3.76934
5ose_ligand,1.890836
5os8_ligand,3.397075
5os7_ligand,6.468915
5osl_ligand,3.082016
5ot8_ligand,5.871393
5ot9_ligand,4.2489
5ota_ligand,4.437456
5ost_ligand,5.481004
5otc_ligand,4.526019
5oss_ligand,3.49426
5ov8_ligand,5.339091
5ovc_ligand,4.74684
5ovp_ligand,4.226173
5otr_ligand,5.804692
5otz_ligand,6.166606
5ovr_ligand,4.759223
5ovv_ligand,4.534091
5ovx_ligand,5.004282
5owl_ligand,4.074025
5qa8_ligand,3.495968
5oxk_ligand,3.996518
5qal_ligand,2.964069
5qay_ligand,2.692676
5qqp_ligand,9.309245
5qtt_ligand,9.120821
5sym_ligand,7.33011
5sxm_ligand,5.255704
5std_ligand,8.470696
5t7s_ligand,3.216855
5t8o_ligand,7.238394
5t9u_ligand,5.228343
5t8p_ligand,5.446804
5t9w_ligand,6.370125
5t9z_ligand,6.213196
5t19_ligand,7.112199
5ta2_ligand,6.835161
5tb6_ligand,4.858057
5ta4_ligand,7.164897
5tbe_ligand,8.974003
5tbm_ligand,7.934802
5tcj_ligand,6.790953
5tpx_ligand,7.115799
5tkj_ligand,5.08074
5tkk_ligand,5.359553
5tmp_ligand,7.268409
5tef_ligand,4.776562
5ttw_ligand,3.359047
5twj_ligand,5.802273
5u0w_ligand,4.367221
5u0y_ligand,4.229758
5u0z_ligand,5.230139
5u4b_ligand,4.941378
5u4d_ligand,3.338944
5u6j_ligand,8.574201
5u11_ligand,4.516664
5u12_ligand,4.412075
5u8c_ligand,7.055257
5u13_ligand,5.123695
5u28_ligand,6.082566
5u14_ligand,6.736415
5ueu_ligand,6.047698
5uez_ligand,4.793292
5uc4_ligand,6.627185
5ucj_ligand,7.592529
5uf0_ligand,4.089069
5ufc_ligand,4.96217
5uff_ligand,3.918592
5ufp_ligand,8.363211
5ufr_ligand,7.367713
5ufs_ligand,9.250484
5ula_ligand,4.584494
5ult_ligand,5.790792
5ulp_ligand,5.731305
5umx_ligand,5.193218
5uk8_ligand,6.891481
5umy_ligand,9.441041
5uoo_ligand,6.91687
5uov_ligand,6.964714
5upj_ligand,6.024098
5upz_ligand,6.8761
5ut6_ligand,5.808556
5upe_ligand,9.362793
5upf_ligand,10.506371
5uxf_ligand,9.640242
5uv2_ligand,3.999531
5v7a_ligand,4.603101
5v0n_ligand,9.644054
5var_ligand,5.040396
5v79_ligand,5.442742
5v82_ligand,7.924457
5vb5_ligand,7.020616
5vb6_ligand,8.640638
5vb7_ligand,8.432573
5vc3_ligand,6.088937
5vc4_ligand,6.397786
5vcv_ligand,6.75401
5vcw_ligand,6.22662
5vcz_ligand,6.573651
5vcy_ligand,6.171276
5vd0_ligand,7.960638
5vd1_ligand,8.830205
5vd2_ligand,5.920279
5vh0_ligand,5.641613
5vd3_ligand,7.043321
5vih_ligand,5.949604
5vja_ligand,5.068526
5vm0_ligand,7.220968
5vij_ligand,6.163072
5vo1_ligand,6.082874
5vl2_ligand,7.426144
5vyy_ligand,6.122632
5w44_ligand,3.911371
5w1e_ligand,4.255733
5vr8_ligand,7.385484
5wa5_ligand,5.30099
5w2s_ligand,4.349509
5wa8_ligand,5.38478
5vsj_ligand,5.19217
5wa9_ligand,5.507038
5wal_ligand,5.785579
5we9_ligand,3.456928
5wbm_ligand,4.847067
5wij_ligand,4.401122
5wbo_ligand,4.330579
5win_ligand,5.673189
5wlo_ligand,8.266327
5wmg_ligand,6.338152
5wl0_ligand,8.618688
5wp5_ligand,6.092031
5wqc_ligand,6.28434
5wuk_ligand,6.425059
5x54_ligand,6.390565
5x74_ligand,9.746356
5xg5_ligand,3.278035
5x62_ligand,6.267793
5xpi_ligand,2.257361
5wyx_ligand,8.269582
5xmx_ligand,6.222544
5wyz_ligand,9.468211
5xo7_ligand,8.150154
5xsr_ligand,7.240352
5y8y_ligand,4.458864
5y12_ligand,4.97404
5xva_ligand,5.758021
5y13_ligand,4.662632
5y94_ligand,4.143783
5ya5_ligand,6.35566
5yas_ligand,3.81871
5yfs_ligand,6.598673
5yft_ligand,6.808343
5yh8_ligand,5.182243
5yhe_ligand,5.126598
5yj8_ligand,3.965411
5ymx_ligand,5.85684
5yhg_ligand,4.92401
5yqx_ligand,5.477185
5yyf_ligand,4.470528
5yz2_ligand,4.360931
5yl2_ligand,7.201928
5z7b_ligand,4.63632
5z7j_ligand,7.119949
5z66_ligand,8.177537
5za7_ligand,6.310103
5z99_ligand,5.632977
5z5f_ligand,3.602852
5za8_ligand,6.087243
5zae_ligand,6.437412
5zaf_ligand,6.394025
5zag_ligand,6.19849
5zaj_ligand,6.272661
5zc5_ligand,7.410828
5zdb_ligand,7.393087
5zg1_ligand,6.839399
5zhl_ligand,5.08412
5zkc_ligand,6.456928
5zni_ligand,5.974934
5znc_ligand,6.479348
5zo8_ligand,6.606672
5zvw_ligand,6.061437
5zyg_ligand,6.14195
6a87_ligand,3.190594
5zyl_ligand,7.52835
5zym_ligand,7.173783
5zw6_ligand,6.096628
6ajv_ligand,4.659978
6ajr_ligand,3.448556
6ajy_ligand,4.130543
6ajz_ligand,4.986767
6aox_ligand,4.273732
6abx_ligand,4.619391
6arm_ligand,4.777346
6arn_ligand,4.419714
6aro_ligand,4.917713
6aqs_ligand,4.739516
6as8_ligand,5.035081
6ayi_ligand,6.572346
6ayo_ligand,6.779655
6ayq_ligand,6.685161
6ayr_ligand,6.609362
6ays_ligand,6.246562
6ayt_ligand,6.490066
6b1k_ligand,7.609655
6b4l_ligand,7.124274
6b4u_ligand,7.132441
6b5q_ligand,6.636386
6b7a_ligand,3.609223
6b7b_ligand,2.937119
6bbx_ligand,6.8961
6bhv_ligand,7.42849
6bdy_ligand,4.965616
6bm5_ligand,5.028101
6bm6_ligand,4.948094
6c0s_ligand,7.911312
6c7q_ligand,6.460323
6c2r_ligand,6.567383
6bs3_ligand,6.275587
6bs4_ligand,6.46195
6c9s_ligand,8.112632
6cdj_ligand,7.313578
6c9v_ligand,7.595381
6cbf_ligand,6.518746
6cbg_ligand,5.569157
6c85_ligand,2.186144
6cdl_ligand,7.184267
6cdo_ligand,5.359377
6cjr_ligand,8.784934
6cdp_ligand,5.065843
6cfc_ligand,5.002361
6cjs_ligand,6.639604
6chp_ligand,6.969927
6ckr_ligand,6.222823
6cks_ligand,5.396789
6cn5_ligand,10.354018
6cq1_ligand,4.654853
6cpw_ligand,9.334611
6ckw_ligand,7.18379
6cvf_ligand,4.193292
6cvv_ligand,3.554545
6cwh_ligand,5.838541
6cwn_ligand,6.288365
6czb_ligand,2.772353
6czc_ligand,4.409377
6cze_ligand,3.004993
6d3q_ligand,5.186356
6czf_ligand,4.945718
6d5e_ligand,7.092889
6d5g_ligand,8.000521
6d5h_ligand,7.919208
6d5j_ligand,6.737375
6d9x_ligand,4.365323
6d9s_ligand,5.564824
6d15_ligand,4.400579
6d16_ligand,4.859905
6d17_ligand,5.421048
6d18_ligand,5.529633
6d19_ligand,5.292016
6dai_ligand,5.318394
6d55_ligand,8.155103
6d50_ligand,3.789164
6dak_ligand,5.550073
6d56_ligand,8.34327
6d78_ligand,7.859186
6dar_ligand,5.747544
6det_ligand,4.800506
6dgl_ligand,6.079765
6dh1_ligand,5.890286
6dgr_ligand,4.06621
6dh2_ligand,5.936004
6dh6_ligand,6.18937
6dh7_ligand,6.068174
6dh8_ligand,6.06401
6dif_ligand,7.664428
6dj1_ligand,7.245718
6dil_ligand,7.313218
6dj2_ligand,7.501972
6dj5_ligand,5.708358
6dj7_ligand,5.193724
6dl2_ligand,5.68368
6dpt_ligand,5.219941
6dpx_ligand,5.232229
6dq4_ligand,5.806488
6dpy_ligand,4.544457
6dpz_ligand,4.656591
6dy7_ligand,4.217537
6dyn_ligand,2.045777
6dys_ligand,3.940051
6dyr_ligand,3.180601
6dyu_ligand,6.59132
6dyv_ligand,6.548622
6dyw_ligand,5.842654
6dyy_ligand,5.506833
6dzx_ligand,3.596804
6dyz_ligand,6.332346
6e1y_ligand,6.314597
6dz0_ligand,6.454267
6dz2_ligand,6.346393
6dz3_ligand,5.50912
6e1z_ligand,3.252434
6e4a_ligand,4.799736
6e5l_ligand,6.199362
6e5t_ligand,6.231158
6e6m_ligand,6.177625
6e7j_ligand,6.549076
6e9a_ligand,6.948057
6e22_ligand,5.476906
6edr_ligand,4.193893
6e23_ligand,7.421356
6e7r_ligand,6.451173
6e7t_ligand,6.935682
6ei5_ligand,8.55673
6eif_ligand,5.569765
6eiq_ligand,5.75618
6eij_ligand,5.701202
6eis_ligand,8.473732
6eiz_ligand,3.647507
6eir_ligand,5.263218
6ekq_ligand,4.359113
6el5_ligand,6.049413
6ej2_ligand,7.783255
6ej3_ligand,7.954956
6eln_ligand,6.009567
6elo_ligand,6.811422
6elp_ligand,7.104978
6eog_ligand,5.093365
6eol_ligand,5.344194
6epa_ligand,5.386004
6ep4_ligand,2.813834
6eq2_ligand,3.979106
6eq3_ligand,4.590345
6epz_ligand,6.175572
6eq5_ligand,4.090982
6eq1_ligand,7.509135
6eq7_ligand,6.450638
6eqv_ligand,5.836774
6eq8_ligand,6.413768
6eqp_ligand,5.112823
6eqw_ligand,6.167163
6euw_ligand,6.418358
6eqx_ligand,5.722669
6evn_ligand,4.617955
6exj_ligand,4.320191
6eux_ligand,5.729707
6ey8_ligand,7.172111
6ey9_ligand,7.315704
6exs_ligand,3.048746
6eya_ligand,7.491782
6exi_ligand,6.063336
6eyb_ligand,7.30305
6eyt_ligand,7.361818
6f20_ligand,2.742287
6f05_ligand,3.327089
6f1n_ligand,5.848431
6f9g_ligand,2.298123
6ezq_ligand,4.753922
6fa4_ligand,5.317749
6f90_ligand,4.724677
6fcj_ligand,5.263226
6faa_ligand,4.843292
6fba_ligand,4.643087
6fgg_ligand,3.781554
6fmc_ligand,3.905535
6fhk_ligand,6.792405
6fmj_ligand,5.675103
6fnf_ligand,9.865389
6f92_ligand,4.797221
6fh3_ligand,2.48989
6fng_ligand,9.924641
6fni_ligand,10.483446
6fnj_ligand,10.106166
6fo5_ligand,5.877507
6fnq_ligand,3.046518
6fnr_ligand,3.104062
6fs1_ligand,7.800506
6fsy_ligand,5.46835
6ftf_ligand,7.318123
6fs0_ligand,11.759633
6ftz_ligand,5.473673
6ftp_ligand,6.538996
6fuh_ligand,6.298299
6fui_ligand,6.913937
6fuj_ligand,4.910792
6g2b_ligand,5.241342
6g0z_ligand,6.514993
6fz4_ligand,5.376166
6g2c_ligand,5.216224
6g2e_ligand,4.949809
6g2f_ligand,6.770557
6g2o_ligand,6.792691
6g2m_ligand,6.968908
6g2l_ligand,6.39338
6g2r_ligand,6.107955
6g2s_ligand,6.213446
6g3a_ligand,5.823512
6g24_ligand,4.018658
6g25_ligand,5.226723
6g9i_ligand,4.539179
6g14_ligand,5.824773
6g9x_ligand,2.252808
6g27_ligand,6.03607
6g29_ligand,6.112588
6g34_ligand,5.56662
6g37_ligand,5.559971
6g38_ligand,5.273277
6ge7_ligand,3.271694
6g39_ligand,5.641701
6gf9_ligand,3.713996
6gfs_ligand,3.548695
6ghh_ligand,3.62555
6gfz_ligand,6.125044
6ghj_ligand,4.725667
6gg4_ligand,4.405865
6gj6_ligand,5.434172
6gj8_ligand,5.172801
6gji_ligand,3.976811
6gjj_ligand,4.109626
6gjl_ligand,4.200169
6gjm_ligand,4.127126
6gjn_ligand,5.850953
6gjr_ligand,4.460081
6gl8_ligand,8.488468
6gl9_ligand,5.612163
6glb_ligand,5.551972
6gla_ligand,4.904413
6gnm_ligand,4.319575
6gnp_ligand,2.649032
6gnr_ligand,4.615183
6gnw_ligand,3.372082
6gon_ligand,4.992837
6guc_ligand,5.866518
6guh_ligand,6.753519
6gue_ligand,6.793585
6guk_ligand,6.65882
6gvz_ligand,5.357236
6gw4_ligand,5.27871
6gxg_ligand,3.405792
6gvf_ligand,6.360015
6gwe_ligand,6.177265
6gwr_ligand,8.184062
6gzd_ligand,5.307309
6h1d_ligand,6.817683
6h1u_ligand,4.442625
6h8s_ligand,5.34022
6gzm_ligand,6.116356
6h2t_ligand,4.55607
6hai_ligand,10.306943
6hax_ligand,9.564399
6hay_ligand,8.781393
6hgf_ligand,7.2214
6hgg_ligand,7.103732
6hgi_ligand,6.792962
6hgr_ligand,4.80437
6hgs_ligand,6.017463
6hhr_ligand,5.665367
6hh3_ligand,5.597727
6hh5_ligand,5.295081
6hk3_ligand,6.013072
6hk4_ligand,5.812639
6hly_ligand,4.945249
6hni_ligand,5.073314
6hm1_ligand,5.767053
6hmg_ligand,4.200836
6hpw_ligand,5.739875
6hoq_ligand,4.871525
6ht1_ligand,4.444377
6hr2_ligand,9.404465
6hza_ligand,7.446532
6hzb_ligand,6.914758
6hq7_ligand,7.679516
6hzy_ligand,4.120227
6i0z_ligand,5.72923
6i8y_ligand,5.20629
6i5g_ligand,4.021173
6i8m_ligand,7.432287
6i8t_ligand,7.209113
6i11_ligand,7.406246
6i12_ligand,7.606129
6i14_ligand,7.911804
6i18_ligand,7.963842
6i17_ligand,8.281569
6i13_ligand,7.192229
6i61_ligand,6.92923
6i62_ligand,5.642544
6i63_ligand,6.397346
6i65_ligand,4.00096
6i64_ligand,6.042163
6i66_ligand,4.06923
6i67_ligand,4.913094
6idb_ligand,3.835198
6iez_ligand,6.342551
6if0_ligand,6.696019
6idg_ligand,6.790161
6ibk_ligand,3.838805
6iht_ligand,2.819883
6ift_ligand,6.652999
6im4_ligand,6.056525
6iou_ligand,3.32379
6ior_ligand,3.873534
6ios_ligand,4.174655
6ixd_ligand,7.490359
6j0g_ligand,3.267478
6j0o_ligand,7.008739
6j3o_ligand,5.106686
6j3p_ligand,6.238167
6j1l_ligand,7.88937
6j7e_ligand,4.981312
6j9w_ligand,6.995403
6j9y_ligand,7.166246
6jad_ligand,6.744406
6jag_ligand,6.755946
6j72_ligand,7.411782
6jam_ligand,6.748666
6jan_ligand,6.942199
6jao_ligand,6.462317
6jav_ligand,5.342573
6jap_ligand,6.368871
6jaq_ligand,4.646371
6jaw_ligand,5.891782
6jay_ligand,5.353658
6jb0_ligand,6.452771
6jbe_ligand,4.41404
6jb4_ligand,6.480257
6jbb_ligand,6.133028
6jdi_ligand,5.778636
6jdl_ligand,5.514545
6jfk_ligand,7.190696
6jon_ligand,4.739985
6jof_ligand,5.833065
6k04_ligand,6.468394
6k3l_ligand,6.395293
6jtc_ligand,3.320015
6kjd_ligand,6.081745
6ma2_ligand,3.686195
6md0_ligand,3.010059
6ma3_ligand,4.740623
6ma4_ligand,3.54676
6ma5_ligand,4.843798
6mh1_ligand,6.262823
6mh7_ligand,6.200887
6md6_ligand,3.726657
6mg5_ligand,6.397302
6mku_ligand,5.305132
6mkw_ligand,3.725645
6mjf_ligand,6.192595
6ml9_ligand,5.430565
6mla_ligand,4.358468
6mle_ligand,5.369956
6mlg_ligand,4.921818
6mli_ligand,3.690286
6mlj_ligand,4.962361
6mll_ligand,5.097031
6mln_ligand,5.329978
6mlo_ligand,4.993541
6mlp_ligand,3.798658
6mm2_ligand,8.38195
6mnc_ligand,5.599655
6mnv_ligand,5.176532
6mqc_ligand,6.634978
6msy_ligand,4.212515
6mqe_ligand,6.715938
6n3v_ligand,4.931921
6n3w_ligand,4.77261
6n3x_ligand,5.301532
6mxc_ligand,6.468739
6mu3_ligand,4.412705
6mub_ligand,2.92566
6n5x_ligand,1.18574
6n3y_ligand,5.231459
6n7a_ligand,6.503952
6n7b_ligand,6.55511
6n7d_ligand,6.636496
6n8x_ligand,5.344186
6n78_ligand,6.755183
6ncn_ligand,4.069633
6n79_ligand,6.251972
6nco_ligand,4.733893
6ndl_ligand,7.72566
6ne5_ligand,8.372045
6nfh_ligand,5.728827
6nmb_ligand,3.340762
6no9_ligand,7.108981
6nfy_ligand,5.904457
6np2_ligand,5.123116
6np3_ligand,5.111562
6nsv_ligand,5.150748
6nu1_ligand,2.767251
6nu5_ligand,2.7561
6nv7_ligand,8.00426
6nw3_ligand,8.339633
6nv9_ligand,7.739076
6nwk_ligand,8.543079
6nwl_ligand,8.007859
6nxz_ligand,1.052529
6ny0_ligand,-1.391774
6o0k_ligand,8.365902
6nyv_ligand,4.995264
6o0m_ligand,7.835587
6o0o_ligand,7.660389
6o0p_ligand,8.247434
6o5a_ligand,5.556488
6o5u_ligand,4.941745
6o5x_ligand,6.092544
6o9c_ligand,5.910755
6o48_ligand,5.723453
6o94_ligand,7.790726
6o95_ligand,7.186525
6olx_ligand,5.282962
6oja_ligand,3.607375
6oqb_ligand,11.599252
6om8_ligand,7.232867
6oqc_ligand,11.860227
6ooy_ligand,7.510872
6oqd_ligand,11.70871
6orr_ligand,9.772654
6otg_ligand,6.057947
6p5o_ligand,4.096584
6p3v_ligand,5.784846
6p9e_ligand,5.705924
6p3t_ligand,8.249106
6ouv_ligand,6.163468
6p8a_ligand,5.449677
6p84_ligand,6.70195
6p85_ligand,5.712933
6p83_ligand,7.374208
6p86_ligand,6.414318
6p87_ligand,5.117801
6p88_ligand,6.416232
6pg3_ligand,3.022515
6pg4_ligand,2.815462
6pg5_ligand,4.014362
6pg6_ligand,3.825176
6pg7_ligand,4.318189
6p89_ligand,6.277566
6pg8_ligand,4.218138
6pg9_ligand,4.268065
6pgb_ligand,4.842595
6pga_ligand,3.650975
6pgc_ligand,3.790257
6pge_ligand,3.48926
6pi5_ligand,2.875828
6pl1_ligand,7.809531
6pi6_ligand,3.298116
6phx_ligand,5.551312
6poi_ligand,4.676327
6plf_ligand,5.183856
6prf_ligand,6.956694
6pvv_ligand,2.717199
6pve_ligand,9.043622
6ppy_ligand,5.270623
6pvw_ligand,4.429868
6pu3_ligand,4.607324
6pvz_ligand,4.26467
6q3y_ligand,5.177984
6q3z_ligand,5.451034
6q3q_ligand,3.444465
6py0_ligand,4.43085
6q4e_ligand,3.482625
6q4g_ligand,4.473834
6qas_ligand,6.185139
6qe0_ligand,4.933585
6qau_ligand,6.05934
6qav_ligand,6.857742
6qe5_ligand,6.504069
6qge_ligand,4.975609
6qgf_ligand,4.6475
6qgg_ligand,7.089054
6qgh_ligand,8.267581
6qi4_ligand,3.677771
6qi7_ligand,3.515286
6qln_ligand,4.77904
6qlo_ligand,4.801957
6qlp_ligand,5.125821
6qlq_ligand,4.901386
6qlr_ligand,4.87849
6qls_ligand,4.286752
6qlt_ligand,4.482823
6qlu_ligand,4.88335
6qmj_ligand,7.288138
6qpl_ligand,4.854707
6qmk_ligand,7.985528
6qqq_ligand,5.676862
6qqu_ligand,6.5225
6qqv_ligand,6.98077
6qqw_ligand,6.919282
6qqz_ligand,7.467258
6qr0_ligand,7.234883
6qr1_ligand,6.563563
6qr2_ligand,7.900828
6qr3_ligand,7.136767
6qr4_ligand,7.578908
6qr7_ligand,7.63324
6qr9_ligand,7.082925
6qz5_ligand,5.542786
6quv_ligand,5.845154
6qrc_ligand,6.927999
6r1b_ligand,3.764509
6r8l_ligand,7.183336
6r8o_ligand,7.298893
6r8w_ligand,7.470029
6r9u_ligand,4.684714
6r9x_ligand,5.114003
6r4k_ligand,4.206327
6rnt_ligand,3.108761
6rot_ligand,6.584824
6rih_ligand,5.090147
6rtw_ligand,6.843167
6s4n_ligand,9.274802
6s4t_ligand,10.323094
6s5k_ligand,8.521679
6s56_ligand,5.237419
6s57_ligand,6.383409
6sbt_ligand,4.835711
6sge_ligand,8.753211
6ssy_ligand,3.405916
6st0_ligand,4.382097
6stl_ligand,3.705799
6std_ligand,6.959941
6t1i_ligand,4.58393
6t1j_ligand,4.390425
6szp_ligand,3.721906
6t1m_ligand,4.792317
6t1l_ligand,4.11055
6t1n_ligand,5.665469
6t1o_ligand,5.135073
6u5y_ligand,5.761334
6u6w_ligand,5.115125
6u8b_ligand,5.196752
6ud2_ligand,9.62838
6u8o_ligand,5.319472
6udi_ligand,10.064875
6udt_ligand,11.148952
6udu_ligand,11.103512
6udv_ligand,11.881921
6upj_ligand,5.633387
7upj_ligand,6.860227
8a3h_ligand,5.80437
7std_ligand,7.164018
6ueg_ligand,3.581268
184l_ligand,4.891305
10gs_ligand,4.926833
185l_ligand,4.53643
186l_ligand,4.466943
187l_ligand,3.98566
188l_ligand,4.250242
